	type	stat	multiplier	element	target	playerCost	rarity	EN	damage	condition	upgradeable	AI	weight	exhaust	retain	armor	gfx	draw	energy_gain	FR	DE	ES	BR	CN	JP	RU
Torch+	Attack	power	2	Fire	opponent	1	2	Torch+{desc}Deal {dmg} Fire damage.	Fire		0	1	0.8	0	0	0	fire			Torche+{desc}Inflige {dmg} point(s) de dégâts de feu.	Fackel+{desc}Verursache {dmg} Feuerschaden.	Ignición +{desc}Inflige {dmg} punto(s) de daño de fuego.	Tocha+{desc}Causa {dmg} de dano de Fogo.	火炬+{desc}造成 {dmg} 火力伤害。	たいまつ+{desc}{dmg}炎ダメージを与える。	Факел+{desc}Наносит {dmg} огненного урона.
Fireball	Attack	power	1	Fire	randomOpponents	1	2	Fireball{desc}Deal {dmg} Fire damage to two random enemies.	Fire*2		1	1	1	0	0	0	burnBall2			Boule de feu{desc}Inflige {dmg} point(s) de dégâts de feu à 2 ennemis aléatoires.	Feuerball{desc}Verursache {dmg} Feuerschaden bei 2 zufälligen Gegnern.	Bola de Fuego{desc}Inflige {dmg} punto(s) de daño de fuego a dos enemigos al azar.	Bola de Fogo{desc}Causa {dmg} de dano de Fogo a dois inimigos aleatórios.	火球{desc}对 2 个随机敌人造成{dmg}点火力伤害。	火炎玉{desc}ランダムな敵2体に{dmg}炎ダメージを与える。	Шар огня{desc}Наносит {dmg} огненного урона двум случайным врагам.
Fireball+	Attack	power	1	Fire	randomOpponents	1	3	Fireball+{desc}Deal {dmg} Fire damage to three random enemies.	Fire*3		0	1	1	0	0	0	burnBall2			Boule de feu+{desc}Inflige {dmg} point(s) de dégâts de feu à 3 ennemis aléatoires.	Feuerball+{desc}Verursache {dmg} Feuerschaden bei 3 zufälligen Gegnern.	Bola de Fuego +{desc}Inflige {dmg} punto(s) de daño de fuego a tres enemigos al azar.	Bola de Fogo+{desc}Causa {dmg} de dano de Fogo a três inimigos aleatórios.	火球+{desc}对 3 个随机敌人造成 {dmg} 点火力伤害。	火炎玉+{desc}ランダムな敵3体に{dmg}炎ダメージを与える。	Шар огня+{desc}Наносит {dmg} огненного урона трем случайным врагам.
Burn	Skill	power	1	Fire	opponent	1	1	Burn{desc}Apply {cnd} [color=#5343EE]Burn[/color]. ^Remove 1 Armor.		Burn	1	1	0.5	0	0	1	burn			Brûlure{desc}Applique {cnd} effet(s) [color=#5343EE]Brûlure[/color]. ^Réduit l'armure de 1.	Verbrennen{desc}Bewirke {cnd} [color=#5343EE]Verbrennen[/color]. ^Entferne 1 Rüstung.	Quemadura{desc}Provoca {cnd} [color=#5343EE]Quemadura[/color].^Elimina 1 punto de Armadura.	Queimadura{desc}Aplica {cnd} [color=#5343EE]Queimadura[/color]. ^Remove 1 de Armadura.	灼烧{desc}施加{cnd} [color=#5343EE]灼烧[/color]。^解除 1 点防御。	やけど{desc}{cnd} [color=#5343EE]やけど[/color]を付与する。^アーマーを1減らす。	Ожог{desc}Добавляет {cnd} [color=#5343EE]Ожога[/color].^Снимает 1 броню.
Burn+	Skill	power	2	Fire	opponent	1	2	Burn+{desc}Apply {cnd} [color=#5343EE]Burn[/color]. ^Remove 2 Armor.		Burn	0	1	0.5	0	0	2	burn			Brûlure+{desc}Applique {cnd} effet(s) [color=#5343EE]Brûlure[/color]. ^Réduit l'armure de 2.	Verbrennen+{desc}Bewirke {cnd} [color=#5343EE]Verbrennen[/color]. ^Entferne 2 Rüstung.	Quemadura +{desc}Provoca {cnd} [color=#5343EE]Quemadura[/color].^Elimina 2 puntos de Armadura.	Queimadura+{desc}Aplica {cnd} [color=#5343EE]Queimadura[/color]. ^Remove 2 de Armadura.	灼烧+{desc}施加 {cnd} [color=#5343EE]灼烧[/color]。^解除 2 点防御。	やけど+{desc}{cnd} [color=#5343EE]やけど[/color]を付与する。^アーマーを2減らす。	Ожог+{desc}Добавляет {cnd} [color=#5343EE]Ожога[/color].^Снимает 2 брони.
Rain Fire	Skill	power	1	Fire	randomOpponents	1	2	Rain Fire{desc}Apply {cnd} [color=#5343EE]Burn[/color] to random enemies twice.		Burn*2	1	1	0.5	0	0	0	burnBall1			Pluie de feu{desc}Applique {cnd} effet(s) [color=#5343EE]Brûlure[/color] à 2 reprises à des ennemis aléatoires.	Feuerregen{desc}Bewirke zweimal {cnd} [color=#5343EE]Verbrennen[/color] bei zufälligen Gegnern.	Lluvia de Fuego{desc}Provoca {cnd} [color=#5343EE]Quemadura[/color] a enemigos al azar dos veces.	Chuva de Fogo{desc}Aplica {cnd} [color=#5343EE]Queimadura[/color] a todos os inimigos duas vezes.	火雨{desc}对随机敌人施加 2 次{cnd} [color=#5343EE]灼烧[/color]。	火の雨{desc}ランダムな敵に2回、{cnd} [color=#5343EE]やけど[/color]を付与する。	Огненный дождь{desc}Добавляет {cnd} [color=#5343EE]Ожога[/color] случайным врагам два раза.
Rain Fire+	Skill	power	1	Fire	randomOpponents	1	3	Rain Fire+{desc}Apply {cnd} [color=#5343EE]Burn[/color] to random enemies three times.		Burn*3	0	1	0.5	0	0	0	burnBall1			Pluie de feu+{desc}Applique {cnd} effet(s) [color=#5343EE]Brûlure[/color] à 3 reprises à des ennemis aléatoires.	Feuerregen+{desc}Bewirke dreimal {cnd} [color=#5343EE]Verbrennen[/color] bei zufälligen Gegnern.	Lluvia de Fuego +{desc}Provoca {cnd} [color=#5343EE]Quemadura[/color] a enemigos al azar tres veces.	Chuva de Fogo+{desc}Aplica {cnd} [color=#5343EE]Queimadura[/color] a inimigos aleatórios três vezes.	火雨+{desc}对随机敌人施加 3 次 {cnd} [color=#5343EE]灼烧[/color]。	火の雨+{desc}ランダムな敵に3回、{cnd} [color=#5343EE]やけど[/color]を付与する。	Огненный дождь+{desc}Добавляет {cnd} [color=#5343EE]Ожога[/color] случайным врагам три раза.
Fan Flames	Skill			Fire	opponent	1	2	Fan Flames{desc}Double target's [color=#5343EE]Burn[/color].			1	1	0.5	1	0	0	burnBall2			Embrasement{desc}Double le nombre d'effets [color=#5343EE]Brûlure[/color] de la cible.	Flammenfächer{desc}Verdopple das [color=#5343EE]Verbrennen[/color] des Ziels.	Avivar las Llamas{desc}Duplica la [color=#5343EE]Quemadura[/color] del objetivo.	Reação em Cadeia{desc}Duplica a [color=#5343EE]Queimadura[/color] do alvo.	火扇{desc}将目标的[color=#5343EE]灼烧[/color]效果加倍。	火の扇{desc}ターゲットの[color=#5343EE]やけど[/color]が2倍になる。	Пожар{desc}Удваивает [color=#5343EE]Ожог[/color] противника.
Fan Flames+	Skill			Fire	opponents	1	3	Fan Flames+{desc}Double all enemies' [color=#5343EE]Burn[/color].			0	1	0.5	1	0	0	burnBall2			Embrasement{desc}Double le nombre d'effets [color=#5343EE]Brûlure[/color] de tous les ennemis.	Flammenfächer+{desc}Verdopple das [color=#5343EE]Verbrennen[/color] aller Gegner.	Avivar las Llamas +{desc}Duplica la [color=#5343EE]Quemadura[/color] de todos los enemigos.	Reação em Cadeia+{desc}Duplica a [color=#5343EE]Queimadura[/color] de todos os inimigos.	火扇+{desc}将所有敌人的[color=#5343EE]灼烧[/color]效果加倍。	炎の扇+{desc}敵全体の[color=#5343EE]やけど[/color]が2倍になる。	Пожар+{desc}Удваивает [color=#5343EE]Ожог[/color] всех врагов.
Flamethrow	Attack	power	1.5	Fire	opponent	2	1	Flamethrow{desc}Deal {dmg} Fire damage three times. ^Draw one card.	Fire*3		1	1	0.8	0	0	0	burnBall3	1		Lance-flammes{desc}Inflige {dmg} point(s) de dégâts de feu à 3 reprises. ^Pioche une carte.	Flammenwerfer{desc}Verursache dreimal {dmg} Feuerschaden. ^Ziehe 1 Karte.	Lanzallamas{desc}Inflige {dmg} punto(s) de daño de fuego tres veces.^Roba una carta.	Lança-chamas{desc}Causa {dmg} de dano de Fogo três vezes. ^Compra uma carta.	火焰喷射{desc}造成 3 次{dmg}点火力伤害。^抽 1 张牌。	火炎放射{desc}{dmg}炎ダメージを3回与える。^カードを1枚引く。	Огнемет{desc}Наносит {dmg} огненного урона три раза. ^Получите одну карту.
Flamethrow+	Attack	power	1.5	Fire	opponent	2	2	Flamethrow+{desc}Deal {dmg} Fire damage four times. ^Draw two cards.	Fire*4		0	1	0.8	0	0	0	burnBall3	2		Lance-flammes+{desc}Inflige {dmg} point(s) de dégâts de feu à 4 reprises. ^Pioche 2 cartes.	Flammenwerfer+{desc}Verursache viermal {dmg} Feuerschaden. ^Ziehe 2 Karten.	Lanzallamas +{desc}Inflige {dmg} punto(s) de daño de fuego cuatro veces.^Roba dos cartas.	Lança-chamas+{desc}Causa {dmg} de dano de Fogo quatro vezes. ^Compra duas cartas.	火焰喷射+{desc}造成 4 次 {dmg} 点火力伤害。^抽 2 张牌。	火炎放射+{desc}{dmg}炎ダメージを4回与える。^カードを2枚引く。	Огнемет+{desc}Наносит {dmg} огненного урона четыре раза. ^Получите две карты.
Fire Breath	Attack	power	1.5	Fire	randomOpponents	2	3	Fire Breath{desc}Deal {dmg} Fire damage to random enemies three times.	Fire*3		1	1	1	0	0	0	fireBreath			Souffle enflammé{desc}Inflige {dmg} point(s) de dégâts de feu à 3 reprises à des ennemis aléatoires.	Feuerodem{desc}Verursache dreimal {dmg} Feuerschaden bei zufälligen Gegnern.	Aliento de Fuego{desc}Inflige {dmg} punto(s) de daño de fuego tres veces a enemigos al azar.	Sopro de Fogo{desc}Causa {dmg} de dano de Fogo a inimigos aleatórios três vezes.	火焰灼息{desc}对随机敌人造成 3 次{dmg}点火力伤害。	炎の息{desc}ランダムな敵に{dmg}炎ダメージを3回与える。	Огненное дыхание{desc}Наносит {dmg} огненного урона случайным врагам три раза.
Fire Breath+	Attack	power	1.5	Fire	randomOpponents	2	4	Fire Breath+{desc}Deal {dmg} Fire damage to random enemies five times.	Fire*5		0	1	1	0	0	0	fireBreath			Souffle enflammé+{desc}Inflige {dmg} point(s) de dégâts de feu à 5 reprises à des ennemis aléatoires.	Feuerodem+{desc}Verursache fünfmal {dmg} Feuerschaden bei zufälligen Gegnern.	Aliento de Fuego +{desc}Inflige {dmg} punto(s) de daño de fuego cinco veces a enemigos al azar.	Sopro de Fogo+{desc}Causa {dmg} de dano de Fogo a inimigos aleatórios cinco vezes.	火焰灼息+{desc}对随机敌人造成 5 次 {dmg} 点火力伤害。	炎の息+{desc}ランダムな敵に{dmg}炎ダメージを5回与える。	Огненное дыхание+{desc}Наносит {dmg} огненного урона случайным врагам пять раз.
Flame Feed	Skill			Fire	anyone	0	2	Flame Feed{desc}Remove half of target's [color=#5343EE]Burn[/color] and regain that much HP.			1	0	0.5	0	0	0	redVertical2			Combustion{desc}Supprime la moitié des effets [color=#5343EE]Brûlure[/color] de la cible et récupère des PV équivalents à ce montant.	Flammenmahl{desc}Entferne die Hälfte des [color=#5343EE]Verbrennens[/color] vom Ziel und erhalte so viele LP zurück.	Combustión{desc}Elimina la mitad de la [color=#5343EE]Quemadura[/color] del objetivo y recuperas esa misma cantidad en forma de PS.	Combustível{desc}Remove metade da [color=#5343EE]Queimadura[/color] do alvo. Recupera a mesma quantidade em PV.	火焰饕餮{desc}解除目标一半的[color=#5343EE]灼烧[/color]。恢复相同数量的生命值。	炎の燃料{desc}ターゲットの[color=#5343EE]やけど[/color]を半分に減らし、同量のHPを回復する。	Целебное пламя{desc}Убирает половину [color=#5343EE]Ожога[/color] у противника и восстанавливает столько же здоровья.
Flame Feed+	Skill			Fire	anyone	0	3	Flame Feed+{desc}Remove all of target's [color=#5343EE]Burn[/color] and regain that much HP.			0	0	0.5	0	0	0	redVertical2			Combustion+{desc}Supprime tous les effets [color=#5343EE]Brûlure[/color] de la cible et récupère des PV équivalents à ce montant.	Flammenmahl+{desc}Entferne sämtliches [color=#5343EE]Verbrennen[/color] vom Ziel und erhalte so viele LP zurück.	Combustión +{desc}Elimina toda la [color=#5343EE]Quemadura[/color] del objetivo y recuperas esa misma cantidad en forma de PS.	Combustível+{desc}Remove toda a [color=#5343EE]Queimadura[/color] do alvo e recupera a mesma quantidade em PV.	火焰饕餮+{desc}解除目标的所有[color=#5343EE]灼烧[/color]，并恢复相同数量的生命值。	炎の燃料+{desc}ターゲットの[color=#5343EE]やけど[/color]をすべて減らし、同量のHPを回復する。	Целебное пламя+{desc}Убирает весь [color=#5343EE]Ожог[/color] у противника и восстанавливает столько же здоровья.
Explode	Skill	power	6	Fire	opponent+self	0	3	Explode{desc}Deal {dmg} Fire damage to one target and yourself.	Fire		1	0	0.5	0	0	0	mindBlast			Explosion{desc}Inflige {dmg} point(s) de dégâts de feu à une cible et à soi-même.	Explosion{desc}Verursache {dmg} Feuerschaden bei einem Ziel und dir selbst.	Explosión{desc}Inflige {dmg} punto(s) de daño de fuego a un objetivo. Tú sufres el mismo daño.	Explosão{desc}Causa {dmg} de dano de Fogo a um alvo e a si mesmo.	爆炸{desc}对一个目标和你自己造成{dmg}点火力伤害。	爆発{desc}ターゲット1体と自分に{dmg}炎ダメージを与える。	Взрыв{desc}Наносит {dmg} огненного урона одной цели и себе.
Explode+	Skill	power	8	Fire	opponent+self	0	4	Explode+{desc}Deal {dmg} Fire damage to one target and yourself.	Fire		0	0	0.5	0	0	0	mindBlast			Explosion+{desc}Inflige {dmg} point(s) de dégâts de feu à une cible et à soi-même.	Explosion+{desc}Verursache {dmg} Feuerschaden bei einem Ziel und dir selbst.	Explosión +{desc}Inflige {dmg} punto(s) de daño de fuego a un objetivo. Tú sufres el mismo daño.	Explosão+{desc}Causa {dmg} de dano de Fogo a um alvo e a si mesmo.	爆炸+{desc}对一个目标和你自己造成 {dmg} 点火力伤害。	爆発+{desc}ターゲット1体と自分に{dmg}炎ダメージを与える。	Взрыв+{desc}Наносит {dmg} огненного урона одной цели и себе.
Fire Storm	Skill	power	0.25	Fire	randomOpponents	2	5	Fire Storm{desc}Apply {cnd} [color=#5343EE]Burn[/color] to random enemies ten times. 		Burn*10	0	1	0.5	1	0	0	burnBall1			Tempête de feu{desc}Applique {cnd} effet(s) [color=#5343EE]Brûlure[/color] à 10 reprises à des ennemis aléatoires.	Feuersturm{desc}Bewirke 10-mal {cnd} [color=#5343EE]Verbrennen[/color] bei zufälligen Gegnern.	Tormenta de Fuego{desc}Provoca {cnd} [color=#5343EE]Quemadura[/color] diez veces a enemigos al azar.	Tempestade de Fogo{desc}Aplica {cnd} [color=#5343EE]Queimadura[/color] a inimigos aleatórios dez vezes.	火焰风暴{desc}对随机敌人施加 10 次{cnd} [color=#5343EE]灼烧[/color]。	ファイアストーム{desc}ランダムな敵に10回、{cnd} [color=#5343EE]やけど[/color]を付与する。	Огненная буря{desc}Добавляет {cnd} [color=#5343EE]Ожога[/color] случайным врагам десять раз.
Flint	Attack	power	2	Fire	opponent	2	1	Flint{desc}Deal {dmg} Fire damage ^Draw one card.	Fire		1	0	0.8	0	1	0	fire	1		Silex{desc}Inflige {dmg} point(s) de dégâts de feu. ^Pioche une carte.	Feuerstein{desc}Verursache {dmg} Feuerschaden. ^Ziehe 1 Karte.	Pedernal{desc}Inflige {dmg} punto(s) de daño de fuego.^Roba una carta.	Pederneira{desc}Causa {dmg} de dano de Fogo ^Compra uma carta.	燧石{desc}造成{dmg}点火力伤害。^抽 1 张牌。	火打石{desc}{dmg}炎ダメージを与える。^カードを1枚引く。	Огниво{desc}Наносит {dmg} огненного урона ^Получите одну карту.
